id,category_l1,category_l2,category_l3,scope,priority,question,question_aliases,answer_short,answer_detail,answer_format,keywords,tags,entities,related_ids,difficulty,era_start,era_end,region,language,fact_type,confidence,source_type,source_ref,content_flags,updated_at
WC-PLCO-00026,球员与教练,球王与GOAT,罗马里奥1994,world_cup,4,罗马里奥1994年世界杯?,罗马里奥1994,罗马里奥1994年美国世界杯打入5球助巴西夺冠。,与贝贝托组成锋线搭档。,fact,"罗马里奥,1994,5球,巴西","球员,球王,GOAT",player:罗马里奥,,入门,1994,1994,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00027,球员与教练,球王与GOAT,罗纳尔迪尼奥2002,world_cup,4,罗纳尔迪尼奥2002年世界杯?,小罗2002,罗纳尔迪尼奥2002年韩日世界杯随巴西夺冠。,对英格兰进球为当届经典之一。,fact,"罗纳尔迪尼奥,2002,巴西,英格兰","球员,球王,GOAT",player:罗纳尔迪尼奥,,入门,2002,2002,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00028,球员与教练,球王与GOAT,莫德里奇2018,world_cup,4,莫德里奇2018年世界杯?,莫德里奇2018,莫德里奇2018年获世界杯金球奖，率克罗地亚获亚军。,中场组织与跑动覆盖为球队标志。,fact,"莫德里奇,2018,金球,克罗地亚","球员,球王,GOAT",player:莫德里奇,,入门,2018,2018,欧洲,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00029,球员与教练,球王与GOAT,苏克1998,world_cup,4,苏克1998年世界杯?,苏克1998,苏克1998年法国世界杯打入6球获金靴。,率克罗地亚获季军。,fact,"苏克,1998,金靴,6球","球员,球王,GOAT",player:苏克,,入门,1998,1998,欧洲,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00030,球员与教练,球王与GOAT,博比查尔顿,world_cup,4,博比查尔顿1966年世界杯?,查尔顿1966,博比查尔顿1966年英格兰世界杯夺冠成员，决赛梅开二度。,英格兰迄今唯一世界杯冠军阵容核心。,fact,"博比查尔顿,1966,英格兰,夺冠","球员,球王,GOAT",player:博比·查尔顿,,入门,1966,1966,欧洲,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00031,球员与教练,球王与GOAT,雅辛,world_cup,4,雅辛世界杯成就?,雅辛,雅辛1966年率苏联打入四强，被誉为史上最佳门将之一。,唯一获金球奖的门将。,fact,"雅辛,1966,门将,金球","球员,球王,GOAT",player:雅辛,,入门,1966,1966,欧洲,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00032,球员与教练,球王与GOAT,哈维2010,world_cup,4,哈维2010年世界杯?,哈维2010,哈维2010年南非世界杯随西班牙夺冠。,与伊涅斯塔组成中场双核。,fact,"哈维,2010,西班牙,夺冠","球员,球王,GOAT",player:哈维|player:伊涅斯塔,,入门,2010,2010,欧洲,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00033,球员与教练,球王与GOAT,卡西2010,world_cup,4,卡西利亚斯2010年世界杯?,卡西2010,卡西利亚斯2010年南非世界杯冠军门将。,决赛扑救罗本单刀为经典瞬间。,fact,"卡西,2010,门将,罗本","球员,球王,GOAT",player:卡西利亚斯,,入门,2010,2010,欧洲,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00034,球员与教练,球王与GOAT,亨利世界杯,world_cup,4,亨利世界杯成绩?,亨利世界杯,亨利1998年随法国夺冠，2006年获亚军。,法国锋线重要成员。,fact,"亨利,1998,2006,法国","球员,球王,GOAT",player:亨利,,入门,1998,2006,欧洲,zh-CN,record,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00035,球员与教练,球王与GOAT,内马尔世界杯,world_cup,4,内马尔世界杯成绩?,内马尔世界杯,内马尔2014年本土世界杯获第四名，2022年八强。,因伤缺席2018年部分关键战。,fact,"内马尔,2014,2022,巴西","球员,球王,GOAT",player:内马尔,,入门,2014,2022,南美,zh-CN,record,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00036,球员与教练,球王与GOAT,为何不排名,world_cup,4,为何不直接评选球王?,不排名,球王与GOAT涉及主观偏好，常识库以可验证纪录为主。,不同年代规则与参赛环境差异大。,fact,"球王,主观,纪录,年代","球员,球王,GOAT",,,入门,,,,zh-CN,culture,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00037,球员与教练,球王与GOAT,南美代表,world_cup,4,南美球王讨论常涉及谁?,南美代表,贝利、马拉多纳、梅西、罗纳尔多等常被提及。,均来自巴西或阿根廷国家队体系。,fact,"南美,贝利,梅西,马拉多纳","球员,球王,GOAT",player:贝利|player:梅西|player:马拉多纳,,入门,,,南美,zh-CN,culture,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00038,球员与教练,球王与GOAT,欧洲代表,world_cup,4,欧洲球王讨论常涉及谁?,欧洲代表,克鲁伊夫、齐达内、贝肯鲍尔、马特乌斯等常被提及。,欧洲球员世界杯冠军分布较广。,fact,"欧洲,克鲁伊夫,齐达内,贝肯鲍尔","球员,球王,GOAT",player:克鲁伊夫|player:齐达内|player:贝肯鲍尔,,入门,,,欧洲,zh-CN,culture,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00039,球员与教练,球王与GOAT,金靴与GOAT,world_cup,4,世界杯金靴能说明GOAT吗?,金靴GOAT,金靴反映单届进球表现，不能单独定义GOAT。,方丹、克洛泽、罗纳尔多等均曾获金靴。,fact,"金靴,GOAT,方丹,克洛泽","球员,球王,GOAT",,,入门,,,,zh-CN,culture,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00040,球员与教练,球王与GOAT,金球与GOAT,world_cup,4,世界杯金球能说明GOAT吗?,金球GOAT,世界杯金球授予当届最佳球员，是重要荣誉但非唯一标准。,梅西、马拉多纳、齐达内等均曾获此奖。,fact,"金球,GOAT,当届,荣誉","球员,球王,GOAT",,,入门,,,,zh-CN,culture,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00041,球员与教练,球王与GOAT,最年轻进球,world_cup,4,世界杯最年轻进球者是谁?,最年轻进球,贝利1958年决赛进球时约17岁，为最年轻进球者之一。,具体日期以比赛记录为准。,fact,"贝利,最年轻,1958,17岁","球员,球王,GOAT",player:贝利,,进阶,1958,1958,南美,zh-CN,stat,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00042,球员与教练,球王与GOAT,最年长进球,world_cup,4,世界杯最年长进球者是谁?,最年长进球,罗杰·米拉1994年进球时42岁，为最年长进球者之一。,喀麦隆当届打入4球。,fact,"米拉,最年长,1994,42岁","球员,球王,GOAT",team:喀麦隆,,进阶,1994,1994,非洲,zh-CN,stat,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00043,球员与教练,球王与GOAT,出场纪录,world_cup,4,世界杯出场次数纪录?,出场纪录,马特乌斯、梅西等球员世界杯出场次数位居历史前列。,出场多反映国家队 longevity 与球队成绩。,fact,"出场,马特乌斯,梅西,纪录","球员,球王,GOAT",player:马特乌斯|player:梅西,,进阶,,,全球,zh-CN,stat,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00044,球员与教练,球王与GOAT,教练与球员,world_cup,4,球员GOAT与教练成就有关吗?,球员教练,球员时代成就与教练时代分开统计。,贝肯鲍尔、齐达内等球员与教练均获世界杯冠军。,fact,"球员,教练,分开,贝肯鲍尔","球员,球王,GOAT",player:贝肯鲍尔|player:齐达内,,入门,,,全球,zh-CN,culture,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00045,球员与教练,球王与GOAT,数据口径,world_cup,4,世界杯球员数据以谁为准?,数据口径,世界杯进球与出场以国际足联官方统计为准。,不同媒体可能因是否含预选赛而有差异。,fact,"FIFA,数据,口径,官方","球员,球王,GOAT",,,入门,,,,zh-CN,culture,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00046,球员与教练,球王与GOAT,知识速览,world_cup,4,球王与GOAT事实速览?,GOAT速览,贝利三冠、马拉多纳1986、梅西2022夺冠、克洛泽16球为常见事实锚点。,C罗无世界杯冠军，姆巴佩2022决赛帽子戏法。,list,"速览,贝利,梅西,克洛泽","球员,球王,GOAT",,,入门,,,,zh-CN,culture,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00047,球员与教练,球王与GOAT,讨论边界,world_cup,4,GOAT讨论应注意什么?,讨论边界,应区分俱乐部与国家队、不同年代防守强度与赛制变化。,避免用单一指标否定或肯定球员。,fact,"边界,俱乐部,国家队,赛制","球员,球王,GOAT",,,入门,,,,zh-CN,culture,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00048,球员与教练,球王与GOAT,里瓦尔多2002,world_cup,4,里瓦尔多2002年世界杯?,里瓦尔多2002,里瓦尔多2002年韩日世界杯随巴西夺冠。,小组赛对哥斯达黎加倒钩进球为经典。,fact,"里瓦尔多,2002,巴西,倒钩","球员,球王,GOAT",player:里瓦尔多,,入门,2002,2002,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00049,球员与教练,球王与GOAT,巴乔1994,world_cup,4,巴乔1994年世界杯结局?,巴乔1994,巴乔1994年决赛点球罚失，意大利负巴西获亚军。,当届打入5球表现仍出色。,fact,"巴乔,1994,点球,意大利","球员,球王,GOAT",player:巴乔|team:意大利|team:巴西,,入门,1994,1994,欧洲,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00050,球员与教练,球王与GOAT,小猪2014,world_cup,4,施魏因施泰格2014年世界杯?,施魏因施泰格2014,施魏因施泰格2014年巴西世界杯随德国夺冠。,决赛对阵阿根廷打入制胜球。,fact,"施魏因施泰格,2014,德国,阿根廷","球员,球王,GOAT",player:施魏因施泰格|team:德国|team:阿根廷,,入门,2014,2014,欧洲,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and historical archives,,2026-06-04
WC-PLCO-00051,球员与教练,巴西传奇,概览,world_cup,4,巴西传奇球员指什么?,巴西传奇,巴西传奇球员指在世界杯舞台有突出表现的巴西国脚。,涵盖贝利时代至内马尔时代的代表人物。,fact,"巴西,传奇,国脚,世界杯","球员,巴西,传奇",team:巴西,,入门,,,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00052,球员与教练,巴西传奇,加林查1958,world_cup,4,加林查1958年世界杯作用?,加林查1958,加林查1958年瑞典世界杯与贝利搭档，助巴西首夺世界杯。,以盘带与弧线球著称。,fact,"加林查,1958,瑞典,盘带","球员,巴西,传奇",player:加林查,,入门,1958,1958,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00053,球员与教练,巴西传奇,加林查1962,world_cup,4,加林查1962年世界杯作用?,加林查1962,加林查1962年智利世界杯在贝利伤退后扛起进攻。,巴西成功卫冕夺冠。,fact,"加林查,1962,智利,卫冕","球员,巴西,传奇",player:加林查,,入门,1962,1962,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00054,球员与教练,巴西传奇,贝利1962,world_cup,4,贝利1962年为何出场少?,贝利1962伤病,贝利1962年智利世界杯小组赛伤退，仍获冠军奖牌。,加林查成为当届核心。,fact,"贝利,1962,伤病,加林查","球员,巴西,传奇",player:贝利|player:加林查,,入门,1962,1962,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00055,球员与教练,巴西传奇,贝利1970,world_cup,4,贝利1970年世界杯表现?,贝利1970,贝利1970年墨西哥世界杯作为核心率巴西夺冠。,决赛对意大利有助攻与进球贡献。,fact,"贝利,1970,墨西哥,核心","球员,巴西,传奇",player:贝利,,入门,1970,1970,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00056,球员与教练,巴西传奇,济科1982,world_cup,4,济科1982年世界杯?,济科1982,济科1982年西班牙世界杯为巴西进攻核心。,意大利击败巴西被称为经典冷门。,fact,"济科,1982,西班牙,核心","球员,巴西,传奇",player:济科,,入门,1982,1982,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00057,球员与教练,巴西传奇,济科1986,world_cup,4,济科1986年世界杯?,济科1986,济科1986年墨西哥世界杯仍参赛，巴西八强负法国。,任意球与组织为标志。,fact,"济科,1986,墨西哥,法国","球员,巴西,传奇",player:济科|team:法国,,进阶,1986,1986,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00058,球员与教练,巴西传奇,苏格拉底1982,world_cup,4,苏格拉底1982年世界杯?,苏格拉底1982,苏格拉底1982年巴西中场，以优雅传球与反思形象著称。,博士称号来自其医学学业背景。,fact,"苏格拉底,1982,中场,博士","球员,巴西,传奇",player:苏格拉底,,进阶,1982,1982,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00059,球员与教练,巴西传奇,苏格拉底1986,world_cup,4,苏格拉底1986年世界杯?,苏格拉底1986,苏格拉底1986年仍参赛，巴西被法国淘汰。,与济科、法尔考组成技术中场。,fact,"苏格拉底,1986,法国,中场","球员,巴西,传奇",player:苏格拉底,,进阶,1986,1986,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00060,球员与教练,巴西传奇,罗马里奥1994,world_cup,4,罗马里奥1994年世界杯数据?,罗马里奥1994,罗马里奥1994年打入5球，与贝贝托搭档锋线。,当选当届世界杯金球奖。,fact,"罗马里奥,1994,5球,金球","球员,巴西,传奇",player:罗马里奥,,入门,1994,1994,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00061,球员与教练,巴西传奇,贝贝托摇篮,world_cup,4,1994年摇篮庆祝与谁相关?,摇篮庆祝,1994年罗马里奥与贝贝托进球后做摇篮庆祝纪念新生儿。,成为世界杯经典庆祝画面。,fact,"贝贝托,罗马里奥,1994,庆祝","球员,巴西,传奇",player:罗马里奥,,入门,1994,1994,南美,zh-CN,culture,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00062,球员与教练,巴西传奇,罗纳尔多1994,world_cup,4,罗纳尔多1994年为何未踢?,大罗1994,罗纳尔多1994年随队夺冠但出场时间极少，尚未成为主力。,1998年起成为锋线核心。,fact,"罗纳尔多,1994,替补,1998","球员,巴西,传奇",player:罗纳尔多,,进阶,1994,1994,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00063,球员与教练,巴西传奇,罗纳尔多1998,world_cup,4,罗纳尔多1998年世界杯?,大罗1998,罗纳尔多1998年决赛前突发状况，巴西负法国获亚军。,当届仍打入4球。,fact,"罗纳尔多,1998,法国,亚军","球员,巴西,传奇",player:罗纳尔多|team:法国,,入门,1998,1998,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00064,球员与教练,巴西传奇,罗纳尔多2002,world_cup,4,罗纳尔多2002年世界杯数据?,大罗2002数据,罗纳尔多2002年打入8球获金靴，决赛两球胜德国。,当选当届世界杯金球奖。,fact,"罗纳尔多,2002,8球,金靴","球员,巴西,传奇",player:罗纳尔多,,入门,2002,2002,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00065,球员与教练,巴西传奇,里瓦尔多2002,world_cup,4,里瓦尔多2002年角色?,里瓦尔多2002,里瓦尔多2002年与罗纳尔多、小罗组成进攻三角。,对哥斯达黎加倒钩进球入选经典。,fact,"里瓦尔多,2002,倒钩,三角","球员,巴西,传奇",player:里瓦尔多,,入门,2002,2002,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
WC-PLCO-00066,球员与教练,巴西传奇,小罗2002,world_cup,4,罗纳尔迪尼奥2002年亮点?,小罗2002,罗纳尔迪尼奥2002年对英格兰远射破门，随队夺冠。,与罗纳尔多、里瓦尔多配合默契。,fact,"罗纳尔迪尼奥,2002,英格兰,远射","球员,巴西,传奇",player:罗纳尔迪尼奥|team:英格兰,,入门,2002,2002,南美,zh-CN,bio,official,historical_record,FIFA World Cup official statistics and CBF historical archives,,2026-06-04
