knowledge_id,source_url,collected_at,rewrite_mode,fetch_method,notes
WC-CLUB-00041,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=Premier League official records; FIFA World Cup statistics
WC-CLUB-00042,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=Premier League official records; FIFA World Cup statistics
WC-CLUB-00043,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=Premier League official records; FIFA World Cup statistics
WC-CLUB-00044,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=Premier League official records; FIFA World Cup statistics
WC-CLUB-00045,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=Premier League official records; FIFA World Cup statistics
WC-CLUB-00046,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=Premier League official records; FIFA World Cup statistics
WC-CLUB-00047,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=Premier League official records; FIFA World Cup statistics
WC-CLUB-00048,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=Premier League official records; FIFA World Cup statistics
WC-CLUB-00049,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=Premier League official records; FIFA World Cup statistics
WC-CLUB-00050,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=Premier League official records; FIFA World Cup statistics
WC-CLUB-00051,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00052,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00053,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00054,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00055,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00056,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00057,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00058,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00059,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00060,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00061,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00062,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00063,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00064,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00065,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00066,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00067,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00068,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00069,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00070,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00071,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00072,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00073,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00074,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00075,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00076,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00077,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00078,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00079,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00080,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00081,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00082,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00083,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00084,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00085,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00086,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00087,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00088,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00089,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00090,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00091,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00092,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00093,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00094,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00095,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00096,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00097,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00098,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00099,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00100,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=LaLiga official records; FIFA World Cup statistics
WC-CLUB-00101,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00102,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00103,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00104,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00105,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00106,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00107,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00108,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00109,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00110,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00111,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00112,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00113,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00114,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00115,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00116,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00117,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00118,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00119,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00120,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00121,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00122,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00123,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00124,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00125,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00126,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00127,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00128,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00129,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00130,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00131,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00132,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00133,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00134,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00135,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00136,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00137,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00138,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00139,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00140,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00141,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00142,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00143,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00144,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00145,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00146,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00147,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00148,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00149,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00150,,2026-06-05,local_structured,none,"v1 local structured batch; source_ref=Serie A, Bundesliga, Ligue 1 official records; FIFA World Cup statistics"
WC-CLUB-00151,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00152,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00153,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00154,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00155,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00156,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00157,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00158,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00159,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00160,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00161,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00162,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00163,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00164,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00165,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00166,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00167,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00168,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00169,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00170,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00171,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00172,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00173,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00174,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00175,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00176,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00177,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00178,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00179,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00180,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00181,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00182,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00183,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00184,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00185,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00186,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00187,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00188,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00189,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00190,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00191,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00192,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00193,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00194,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00195,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00196,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00197,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00198,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00199,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00200,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=CONMEBOL and domestic league official records; FIFA World Cup statistics
WC-CLUB-00201,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=UEFA Champions League official records; FIFA World Cup statistics
WC-CLUB-00202,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=UEFA Champions League official records; FIFA World Cup statistics
WC-CLUB-00203,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=UEFA Champions League official records; FIFA World Cup statistics
WC-CLUB-00204,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=UEFA Champions League official records; FIFA World Cup statistics
WC-CLUB-00205,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=UEFA Champions League official records; FIFA World Cup statistics
WC-CLUB-00206,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=UEFA Champions League official records; FIFA World Cup statistics
WC-CLUB-00207,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=UEFA Champions League official records; FIFA World Cup statistics
WC-CLUB-00208,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=UEFA Champions League official records; FIFA World Cup statistics
WC-CLUB-00209,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=UEFA Champions League official records; FIFA World Cup statistics
WC-CLUB-00210,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=UEFA Champions League official records; FIFA World Cup statistics
WC-CLUB-00211,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=UEFA Champions League official records; FIFA World Cup statistics
WC-CLUB-00212,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=UEFA Champions League official records; FIFA World Cup statistics
WC-CLUB-00213,,2026-06-05,local_structured,none,v1 local structured batch; source_ref=UEFA Champions League official records; FIFA World Cup statistics
