id,category_l1,category_l2,category_l3,scope,priority,question,question_aliases,answer_short,answer_detail,answer_format,keywords,tags,entities,related_ids,difficulty,era_start,era_end,region,language,fact_type,confidence,source_type,source_ref,content_flags,updated_at
WC-GLOS-00015,术语与百科,基础规则,阻挡,football_general,4,阻挡犯规是什么?,阻挡犯规定义,球员无争球意图、以身体阻挡对手移动，可判间接任意球。,与合理卡位不同，阻挡往往发生在无球跑动或转换阶段。,definition,"阻挡,无球,犯规,间接任意球","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00016,术语与百科,基础规则,拉人,football_general,4,拉人犯规怎么判?,拉人犯规定义,用手或臂拉拽对手衣物或身体以阻止其前进，通常判直接任意球。,禁区内拉人破坏进攻机会，可能判点球并出示卡牌。,definition,"拉人,犯规,直接任意球,对抗","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00017,术语与百科,基础规则,推人,football_general,4,推人犯规怎么判?,推人犯规定义,用手推搡对手使其失去平衡，判直接任意球；严重时可警告或罚下。,争顶、定位球、禁区内争抢中常见。,definition,"推人,犯规,对抗,直接任意球","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00018,术语与百科,基础规则,踢人,football_general,4,踢人犯规怎么判?,踢人犯规定义,故意踢或企图踢对手，判直接任意球；严重暴力踢人可直红。,即使未踢中，只要动作意图明显也可判罚。,definition,"踢人,犯规,暴力,直接任意球","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00019,术语与百科,基础规则,绊人,football_general,4,绊人犯规怎么判?,绊人犯规定义,伸腿或将腿放在对手行进路线上将其绊倒，判直接任意球。,战术性绊倒反击球员常伴随黄牌。,definition,"绊人,犯规,直接任意球,反击","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00020,术语与百科,基础规则,战术犯规,football_general,4,什么是战术犯规?,战术犯规定义|professional foul,为阻止对方快攻而故意犯规，通常判直接任意球并出示黄牌。,若破坏明显进球机会，可能直红或判点球。,definition,"战术犯规,黄牌,快攻,犯规","基础规则,术语",,,进阶,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00021,术语与百科,基础规则,禁区内犯规,football_general,4,禁区内犯规一定判点球吗?,禁区犯规|点球判罚,多数守方犯规与故意手球在禁区内判点球；部分间接任意球犯规在禁区内仍判间接任意球。,是否点球还取决于犯规类型、位置及是否影响明显进球机会。,definition,"禁区,点球,犯规,判罚","基础规则,术语",,,进阶,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00022,术语与百科,基础规则,守门员规则,football_general,4,守门员有哪些特殊规则?,门将规则|守门员手控球,门将可在禁区用手触球；接队友故意回传或界外球时不得用手。,持球时间过久、用手阻挡回传球等，可判间接任意球。,definition,"守门员,门将,手控球,回传球","基础规则,术语",,,进阶,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00023,术语与百科,基础规则,开球,football_general,4,比赛开球规则是什么?,中圈开球|开球规则,上下半场及加时开始由开球队在中圈开球；开球可直接射门得分。,开球时对方球员须在中圈外；开球方每次开球须至少一脚传递或触球后再进。,definition,"开球,中圈,比赛开始,规则","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00024,术语与百科,基础规则,死球,football_general,4,什么是死球?,死球活球|死球定义,死球指比赛暂停、球出界、犯规判罚后至重新开球前，除开球外不得触球比赛。,定位球、换人、VAR复核常在死球期间进行；相对地，活球为裁判允许比赛正常进行的状态。,definition,"死球,活球,暂停,比赛状态","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00025,术语与百科,基础规则,进球判定,football_general,4,怎样算进球有效?,进球规则|有效进球,球须完全越过球门线且在门柱与横梁之间；此前无犯规、无越位等违例。压线不算进。,门线技术用于辅助判定球是否完全过线；世界杯自2014年起正式使用。,definition,"进球,门线,有效,判定","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00026,术语与百科,基础规则,补时,football_general,4,伤停补时是怎么算的?,补时时间|伤停补时,主裁根据换人、受伤治疗、视频复核、拖延时间等造成的停顿，在上下半场末追加时间。,第四官员举牌显示补时分钟数，场上可超出该时间直至进攻结束。,definition,"补时,伤停补时,第四官员,时间","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00027,术语与百科,基础规则,加时赛,football_general,4,加时赛规则是什么?,加时赛怎么踢|淘汰赛加时,淘汰赛常规时间打平后，进行上下半场各15分钟加时；仍平则进入点球大战。,加时赛可额外换人，具体名额依赛事规则而定。,definition,"加时赛,淘汰赛,15分钟,平局","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00028,术语与百科,基础规则,点球大战,football_general,4,点球大战怎么进行?,点球决胜|十二码大战,双方轮流从点球点各罚5球，进球多者胜；若仍平则进入 sudden death 一对一。,除主罚与门将外，其余球员须在罚球弧外；每轮须不同主罚者（直至全员罚完可循环）。,definition,"点球大战,淘汰赛,十二码,决胜","基础规则,术语",,,进阶,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00029,术语与百科,基础规则,换人,football_general,4,足球比赛怎么换人?,换人规则|替补上场,在死球时经第四官员示意，替补从边线进入、被换球员离场；名额依赛事规则限制。,世界杯正赛通常允许每队5次换人机会，含加时机会可另增。,definition,"换人,替补,名额,死球","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00030,术语与百科,基础规则,替补,football_general,4,替补球员有什么限制?,替补席规则|替补队员,替补须在赛前名单内；未上场替补仍受纪律规则约束，不得擅自进入场地。,被换下的球员不得再次上场（除非赛事特殊规则允许）。,definition,"替补,名单,替补席,上场","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00031,术语与百科,基础规则,回传球,football_general,4,回传球规则是什么?,门将不能用手接回传|回传规则,队友用脚或头故意回传给门将，门将不得用手触球；违例判间接任意球。,界外球抛回、对方触球后门将可用手。,definition,"回传球,门将,手球,间接任意球","基础规则,术语",,,进阶,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00032,术语与百科,基础规则,拖延时间,football_general,4,拖延时间怎么判?,拖延比赛|耗时间,门将长时间持球、开定位球过慢、换人不迅速等，可被警告或判间接任意球。,裁判可结合口头警告与黄牌控制节奏。,definition,"拖延时间,黄牌,节奏,警告","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00033,术语与百科,基础规则,主裁判,football_general,4,主裁判负责什么?,主裁职责|裁判员,主裁判执法全场比赛，拥有最终判罚权，负责鸣哨、出牌、判定位球与进球有效。,可与助理裁判、第四官员、VAR团队协作。,definition,"主裁判,执法,判罚,裁判","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00034,术语与百科,基础规则,助理裁判,football_general,4,边裁是干什么的?,助理裁判职责|边裁,助理裁判沿边线跑动，协助判罚越位、出界及犯规方向，并举旗示意。,主裁可采纳或忽略边裁建议，但越位与出界通常以边裁为准。,definition,"助理裁判,边裁,越位,出界","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00035,术语与百科,基础规则,第四官员,football_general,4,第四官员做什么?,第四官员职责,第四官员负责换人管理、补时举牌、替补席纪律及协助主裁维持场边秩序。,主裁受伤或无法执法时，第四官员可替补进场。,definition,"第四官员,补时,换人,场边","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00036,术语与百科,基础规则,VAR,football_general,4,VAR是做什么的?,视频助理裁判|VAR含义,VAR用于复核进球、点球、红牌及认错身份四类清晰严重错漏，协助主裁纠正明显误判。,最终判罚权仍在主裁判；世界杯2018年起正式使用VAR。,definition,"VAR,视频裁判,复核,世界杯","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00037,术语与百科,基础规则,有利原则,football_general,4,什么是有利原则?,advantage|有利不吹,犯规后若进攻方仍保有明显进攻优势，裁判可延迟吹哨让比赛继续，事后补发卡牌。,若有利未形成，裁判仍回到犯规点判罚。,definition,"有利原则,进攻,判罚,延迟","基础规则,术语",,,进阶,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00038,术语与百科,基础规则,半场,football_general,4,半场休息多久?,中场休息|半场规则,常规比赛半场休息不超过15分钟；期间可调整战术与换人（若规则允许）。,加时赛上下半期间休息通常较短。,definition,"半场,中场,休息,15分钟","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00039,术语与百科,基础规则,中圈,football_general,4,中圈有什么作用?,中圈规则|中圈用途,开球、某些庆祝与站位限制涉及中圈；开球时对方须在中圈外。,中圈半径9.15米，与罚球弧相同。,definition,"中圈,开球,9.15米,规则","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00040,术语与百科,基础规则,大禁区,football_general,4,大禁区是什么?,点球区|18码区,大禁区（点球区）是门前18码矩形区域，禁区内守方犯规常判点球。,点球点距球门线11米，位于大禁区中央。,definition,"大禁区,点球区,18码,禁区","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00041,术语与百科,基础规则,小禁区,football_general,4,小禁区是什么?,六码区|球门区,小禁区（球门区）是门前6码区域，球门球须在此区域内发出。,与小禁区相关的犯规判罚尺度与大禁区不同。,definition,"小禁区,六码区,球门球,球门区","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00042,术语与百科,基础规则,点球点,football_general,4,点球点在哪里?,十二码点|点球点位置,点球点距球门线11米（12码），位于大禁区中央，正对球门中心。,点球大战也在同一点主罚。,definition,"点球点,11米,十二码,大禁区","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00043,术语与百科,基础规则,罚球弧,football_general,4,罚球弧是干什么的?,禁区弧|罚球弧规则,大禁区外的罚球弧用于定位球时，除主罚与门将外其他球员须退到弧外且距球9.15米。,点球时除主罚与门将外球员须在弧外且禁区外。,definition,"罚球弧,9.15米,定位球,距离","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00044,术语与百科,基础规则,距离墙,football_general,4,任意球人墙要退多远?,9.15米|人墙距离,直接或间接任意球时，防守球员须距球至少9.15米（10码），直至球开出。,裁判可用喷雾标记距离；提前移动可吃黄牌。,definition,"人墙,9.15米,任意球,距离","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00045,术语与百科,基础规则,越位陷阱,football_general,4,什么是越位陷阱?,造越位|越位战术,防线统一前压使对方前锋处于越位位置，属于合法战术，依赖精准配合与传球时机。,越位与否取决于传球瞬间位置，与防线集体前压的时机密切相关。,definition,"越位陷阱,造越位,战术,防线","基础规则,术语",,,进阶,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00046,术语与百科,基础规则,最后防守球员,football_general,4,倒数第二名防守球员是什么意思?,越位线|最后第二名后卫,越位判定以传球瞬间倒数第二名防守球员（通常为最后一名后卫）的位置为基准线。,门将计入防守球员；进攻球员须不超过该线。,definition,"倒数第二,后卫线,越位,基准","基础规则,术语",,,进阶,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00047,术语与百科,基础规则,额外球员,football_general,4,场上多一个人会怎样?,额外球员进场|12打11,非场上球员或已换下球员擅自进场干扰比赛，裁判可暂停并依规则处罚，严重时判进球无效或直红。,VAR可协助发现额外球员干扰进球的情况。,definition,"额外球员,干扰,判罚,进场","基础规则,术语",,,进阶,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00048,术语与百科,基础规则,暴力行为,football_general,4,什么是暴力行为?,严重犯规|暴力行为红牌,使用过度力量或危及安全的动作，如肘击、蹬踏、暴力冲撞，通常直红并可能追加停赛。,世界杯纪律委员会可依据录像追加处罚。,definition,"暴力行为,红牌,停赛,严重犯规","基础规则,术语",,,进阶,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00049,术语与百科,基础规则,抗议裁判,football_general,4,骂裁判会被罚吗?,抗议判罚|对裁判不敬,公然抗议、侮辱或围堵裁判，可判黄牌；严重侮辱或威胁可直红。,队长通常被鼓励以合理方式与裁判沟通。,definition,"抗议,裁判,黄牌,纪律","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00050,术语与百科,基础规则,定位球,football_general,4,什么是定位球?,定位球定义|死球进攻,因犯规或出界而暂停后，在固定地点开球的进攻方式，包括任意球、角球、点球等。,定位球是足球重要得分与战术手段，约占进球相当比例。,definition,"定位球,任意球,角球,战术","基础规则,术语",,,入门,,,全球,zh-CN,term,official,IFAB,IFAB Laws of the Game 2024/25,,2026-06-03
WC-GLOS-00051,术语与百科,位置与阵型,门将,football_general,4,门将是什么位置?,守门员|GK|门将职责,门将是唯一可在禁区用手触球的球员，负责扑救、组织防线与发动进攻。,现代门将需具备出球能力；世界杯规则下每队须有一名门将上场。,definition,"门将,守门员,GK,禁区","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00052,术语与百科,位置与阵型,中后卫,football_general,4,中后卫是干什么的?,中卫|CB|中央后卫,中后卫镇守防线中央，负责盯人、解围、头球争顶与组织防守站位。,常见类型有出球型、盯人型与自由人；三中卫体系中可分左中右。,definition,"中后卫,中卫,CB,防守","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00053,术语与百科,位置与阵型,边后卫,football_general,4,边后卫有什么作用?,边卫|FB|后卫助攻,边后卫镇守防线两侧，兼顾盯防边锋与插上助攻、传中。,现代足球中边后卫常是宽度进攻的重要来源。,definition,"边后卫,边卫,助攻,防守","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00054,术语与百科,位置与阵型,右后卫,football_general,4,右后卫怎么踢?,RB|右闸|右后卫职责,右后卫负责右路防守，常内收或沿边线前插传中、与右边锋配合。,根据战术可表现为进攻型边卫或保守型边卫。,definition,"右后卫,RB,右路,边卫","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00055,术语与百科,位置与阵型,左后卫,football_general,4,左后卫怎么踢?,LB|左闸|左后卫职责,左后卫负责左路防守与宽度提供，部分球员惯用脚为左脚以利传中。,与左前卫或左边锋形成边路组合是常见配置。,definition,"左后卫,LB,左路,边卫","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00056,术语与百科,位置与阵型,翼卫,football_general,4,翼卫和边后卫有什么区别?,边翼卫|WB|wing-back,翼卫比传统边后卫站位更靠前，强调上下往返与边路覆盖，常见于三中卫体系。,352或532阵型中，翼卫是宽度与助攻核心。,definition,"翼卫,边翼卫,WB,352","位置与阵型,术语",,,进阶,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00057,术语与百科,位置与阵型,后腰,football_general,4,后腰是什么位置?,CDM|防守型中场|后腰职责,后腰位于防线之前，负责拦截、保护后卫、衔接出球与控制节奏。,单后腰或双后腰是中场防守的常见配置。,definition,"后腰,CDM,防守中场,拦截","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00058,术语与百科,位置与阵型,中前卫,football_general,4,中前卫是干什么的?,CM|中央中场|中场,中前卫活动于中场中央，兼顾组织传球、推进与防守协防。,可细分为偏攻、偏守或全能型中场。,definition,"中前卫,CM,中场,组织","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00059,术语与百科,位置与阵型,前腰,football_general,4,前腰是什么位置?,CAM|攻击型中场|十号位,前腰位于对方禁区前沿，负责组织最后一传、远射与串联前锋。,经典十号位球员常穿10号球衣。,definition,"前腰,CAM,十号位,组织","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00060,术语与百科,位置与阵型,边前卫,football_general,4,边前卫有什么职责?,LM|RM|边路中场,边前卫沿边线活动，负责传中、内切射门与协助边后卫防守。,433中边锋更靠前，442中常出现传统边前卫。,definition,"边前卫,LM,RM,边路","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00061,术语与百科,位置与阵型,边锋,football_general,4,边锋怎么踢?,Winger|边锋职责|LW RW,边锋在边路拿球突破、传中或内切射门，是进攻宽度与速度的重要来源。,内锋型边锋常切向肋部射门或配合中锋。,definition,"边锋,边路,突破,传中","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00062,术语与百科,位置与阵型,前锋,football_general,4,前锋的主要任务是什么?,ST|CF|前锋职责,前锋位于最前端，主要任务是进球、牵制后卫与为队友创造空间。,可分为中锋、影锋、边锋型前锋等多种类型。,definition,"前锋,ST,CF,进球","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00063,术语与百科,位置与阵型,中锋,football_general,4,中锋是什么?,九号位|中锋职责|target man,中锋主要活动于对方禁区，负责抢点射门、头球与背身做球。,站桩型与机动型中锋风格差异明显。,definition,"中锋,九号位,ST,抢点","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00064,术语与百科,位置与阵型,影锋,football_general,4,影锋是什么位置?,二前锋|SS|影子前锋,影锋介于前腰与中锋之间，灵活穿插、接球转身并寻找射门机会。,常与中锋搭档组成双前锋或4231中的单前锋体系。,definition,"影锋,二前锋,SS,穿插","位置与阵型,术语",,,进阶,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00065,术语与百科,位置与阵型,九号位,football_general,4,九号位是什么意思?,9号球员|中锋号码,九号位通常指主力中锋，承担主要进球任务，球衣号码多为9号。,不同战术下九号可能是支点中锋或伪九号。,definition,"九号位,中锋,9号,进球","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00066,术语与百科,位置与阵型,十号位,football_general,4,十号位是什么意思?,10号球员|核心前腰,十号位指球队进攻核心，多为前腰，负责组织、传球与关键一射。,马拉多纳、梅西等常被视作经典十号位代表。,definition,"十号位,前腰,10号,核心","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00067,术语与百科,位置与阵型,伪九号,football_general,4,什么是伪九号?,false nine|伪中锋,伪九号指名义中锋回撤至中场接球，拉开空间由边锋或中场插入禁区。,瓜迪奥拉在巴萨时期将此战术发扬光大。,definition,"伪九号,false nine,回撤,战术","位置与阵型,术语",,,专业,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
WC-GLOS-00068,术语与百科,位置与阵型,442,football_general,4,442阵型是什么?,4-4-2|442阵型解析,442即四后卫、四中场、双前锋，结构均衡，边路与中路的攻防覆盖较完整。,经典平行442与菱形442在腰位配置上有区别。,definition,"442,阵型,四后卫,双前锋","位置与阵型,术语",,,入门,,,全球,zh-CN,term,verified,IFAB,IFAB Laws of the Game 2024/25; FIFA tactical publications,,2026-06-03
