id,category_l1,category_l2,category_l3,scope,priority,question,question_aliases,answer_short,answer_detail,answer_format,keywords,tags,entities,related_ids,difficulty,era_start,era_end,region,language,fact_type,confidence,source_type,source_ref,content_flags,updated_at
WC-CULT-00011,足球文化与观赛,球迷文化,球迷文化知识1,both,4,1930年世界杯球迷文化开幕式有何亮点?,1930球迷文化开幕式,1930年乌拉圭主办，乌拉圭夺冠，球迷文化在开幕式阶段有代表事件。,该届共70球，决赛蒙得维的亚。,fact,"1930,球迷文化,开幕式,乌拉圭","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00012,足球文化与观赛,球迷文化,球迷文化知识2,both,4,1934年世界杯球迷文化开幕式有何亮点?,1934球迷文化开幕式,1934年意大利主办，意大利夺冠，球迷文化在开幕式阶段有代表事件。,该届共70球，决赛罗马。,fact,"1934,球迷文化,开幕式,意大利","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00013,足球文化与观赛,球迷文化,球迷文化知识3,both,4,1938年世界杯球迷文化开幕式有何亮点?,1938球迷文化开幕式,1938年法国主办，意大利夺冠，球迷文化在开幕式阶段有代表事件。,该届共84球，决赛巴黎。,fact,"1938,球迷文化,开幕式,法国","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00014,足球文化与观赛,球迷文化,球迷文化知识4,both,4,1950年世界杯球迷文化开幕式有何亮点?,1950球迷文化开幕式,1950年巴西主办，乌拉圭夺冠，球迷文化在开幕式阶段有代表事件。,该届共88球，决赛里约热内卢。,fact,"1950,球迷文化,开幕式,巴西","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00015,足球文化与观赛,球迷文化,球迷文化知识5,both,4,1954年世界杯球迷文化开幕式有何亮点?,1954球迷文化开幕式,1954年瑞士主办，西德夺冠，球迷文化在开幕式阶段有代表事件。,该届共140球，决赛伯尔尼。,fact,"1954,球迷文化,开幕式,瑞士","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00016,足球文化与观赛,球迷文化,球迷文化知识6,both,4,1958年世界杯球迷文化开幕式有何亮点?,1958球迷文化开幕式,1958年瑞典主办，巴西夺冠，球迷文化在开幕式阶段有代表事件。,该届共126球，决赛斯德哥尔摩。,fact,"1958,球迷文化,开幕式,瑞典","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00017,足球文化与观赛,球迷文化,球迷文化知识7,both,4,1962年世界杯球迷文化开幕式有何亮点?,1962球迷文化开幕式,1962年智利主办，巴西夺冠，球迷文化在开幕式阶段有代表事件。,该届共89球，决赛圣地亚哥。,fact,"1962,球迷文化,开幕式,智利","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00018,足球文化与观赛,球迷文化,球迷文化知识8,both,4,1966年世界杯球迷文化开幕式有何亮点?,1966球迷文化开幕式,1966年英格兰主办，英格兰夺冠，球迷文化在开幕式阶段有代表事件。,该届共89球，决赛伦敦。,fact,"1966,球迷文化,开幕式,英格兰","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00019,足球文化与观赛,球迷文化,球迷文化知识9,both,4,1970年世界杯球迷文化开幕式有何亮点?,1970球迷文化开幕式,1970年墨西哥主办，巴西夺冠，球迷文化在开幕式阶段有代表事件。,该届共95球，决赛墨西哥城。,fact,"1970,球迷文化,开幕式,墨西哥","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00020,足球文化与观赛,球迷文化,球迷文化知识10,both,4,1974年世界杯球迷文化开幕式有何亮点?,1974球迷文化开幕式,1974年西德主办，西德夺冠，球迷文化在开幕式阶段有代表事件。,该届共97球，决赛慕尼黑。,fact,"1974,球迷文化,开幕式,西德","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00021,足球文化与观赛,球迷文化,球迷文化知识11,both,4,1978年世界杯球迷文化开幕式有何亮点?,1978球迷文化开幕式,1978年阿根廷主办，阿根廷夺冠，球迷文化在开幕式阶段有代表事件。,该届共102球，决赛布宜诺斯艾利斯。,fact,"1978,球迷文化,开幕式,阿根廷","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00022,足球文化与观赛,球迷文化,球迷文化知识12,both,4,1982年世界杯球迷文化开幕式有何亮点?,1982球迷文化开幕式,1982年西班牙主办，意大利夺冠，球迷文化在开幕式阶段有代表事件。,该届共146球，决赛马德里。,fact,"1982,球迷文化,开幕式,西班牙","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00023,足球文化与观赛,球迷文化,球迷文化知识13,both,4,1986年世界杯球迷文化开幕式有何亮点?,1986球迷文化开幕式,1986年墨西哥主办，阿根廷夺冠，球迷文化在开幕式阶段有代表事件。,该届共132球，决赛墨西哥城。,fact,"1986,球迷文化,开幕式,墨西哥","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00024,足球文化与观赛,球迷文化,球迷文化知识14,both,4,1990年世界杯球迷文化开幕式有何亮点?,1990球迷文化开幕式,1990年意大利主办，西德夺冠，球迷文化在开幕式阶段有代表事件。,该届共115球，决赛罗马。,fact,"1990,球迷文化,开幕式,意大利","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00025,足球文化与观赛,球迷文化,球迷文化知识15,both,4,1994年世界杯球迷文化开幕式有何亮点?,1994球迷文化开幕式,1994年美国主办，巴西夺冠，球迷文化在开幕式阶段有代表事件。,该届共141球，决赛帕萨迪纳。,fact,"1994,球迷文化,开幕式,美国","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00026,足球文化与观赛,球迷文化,球迷文化知识16,both,4,1998年世界杯球迷文化开幕式有何亮点?,1998球迷文化开幕式,1998年法国主办，法国夺冠，球迷文化在开幕式阶段有代表事件。,该届共171球，决赛圣但尼。,fact,"1998,球迷文化,开幕式,法国","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00027,足球文化与观赛,球迷文化,球迷文化知识17,both,4,2002年世界杯球迷文化开幕式有何亮点?,2002球迷文化开幕式,2002年韩日主办，巴西夺冠，球迷文化在开幕式阶段有代表事件。,该届共161球，决赛横滨。,fact,"2002,球迷文化,开幕式,韩日","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00028,足球文化与观赛,球迷文化,球迷文化知识18,both,4,2006年世界杯球迷文化开幕式有何亮点?,2006球迷文化开幕式,2006年德国主办，意大利夺冠，球迷文化在开幕式阶段有代表事件。,该届共147球，决赛柏林。,fact,"2006,球迷文化,开幕式,德国","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00029,足球文化与观赛,球迷文化,球迷文化知识19,both,4,2010年世界杯球迷文化开幕式有何亮点?,2010球迷文化开幕式,2010年南非主办，西班牙夺冠，球迷文化在开幕式阶段有代表事件。,该届共145球，决赛约翰内斯堡。,fact,"2010,球迷文化,开幕式,南非","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00030,足球文化与观赛,球迷文化,球迷文化知识20,both,4,2014年世界杯球迷文化开幕式有何亮点?,2014球迷文化开幕式,2014年巴西主办，德国夺冠，球迷文化在开幕式阶段有代表事件。,该届共171球，决赛里约热内卢。,fact,"2014,球迷文化,开幕式,巴西","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00031,足球文化与观赛,球迷文化,球迷文化知识21,both,4,2018年世界杯球迷文化开幕式有何亮点?,2018球迷文化开幕式,2018年俄罗斯主办，法国夺冠，球迷文化在开幕式阶段有代表事件。,该届共169球，决赛莫斯科。,fact,"2018,球迷文化,开幕式,俄罗斯","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00032,足球文化与观赛,球迷文化,球迷文化知识22,both,4,2022年世界杯球迷文化开幕式有何亮点?,2022球迷文化开幕式,2022年卡塔尔主办，阿根廷夺冠，球迷文化在开幕式阶段有代表事件。,该届共172球，决赛卢赛尔。,fact,"2022,球迷文化,开幕式,卡塔尔","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00033,足球文化与观赛,球迷文化,球迷文化知识23,both,4,1930年世界杯球迷文化小组赛有何亮点?,1930球迷文化小组赛,1930年乌拉圭主办，乌拉圭夺冠，球迷文化在小组赛阶段有代表事件。,该届共70球，决赛蒙得维的亚。,fact,"1930,球迷文化,小组赛,乌拉圭","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00034,足球文化与观赛,球迷文化,球迷文化知识24,both,4,1934年世界杯球迷文化小组赛有何亮点?,1934球迷文化小组赛,1934年意大利主办，意大利夺冠，球迷文化在小组赛阶段有代表事件。,该届共70球，决赛罗马。,fact,"1934,球迷文化,小组赛,意大利","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00035,足球文化与观赛,球迷文化,球迷文化知识25,both,4,1938年世界杯球迷文化小组赛有何亮点?,1938球迷文化小组赛,1938年法国主办，意大利夺冠，球迷文化在小组赛阶段有代表事件。,该届共84球，决赛巴黎。,fact,"1938,球迷文化,小组赛,法国","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00036,足球文化与观赛,球迷文化,球迷文化知识26,both,4,1950年世界杯球迷文化小组赛有何亮点?,1950球迷文化小组赛,1950年巴西主办，乌拉圭夺冠，球迷文化在小组赛阶段有代表事件。,该届共88球，决赛里约热内卢。,fact,"1950,球迷文化,小组赛,巴西","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00037,足球文化与观赛,球迷文化,球迷文化知识27,both,4,1954年世界杯球迷文化小组赛有何亮点?,1954球迷文化小组赛,1954年瑞士主办，西德夺冠，球迷文化在小组赛阶段有代表事件。,该届共140球，决赛伯尔尼。,fact,"1954,球迷文化,小组赛,瑞士","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00038,足球文化与观赛,球迷文化,球迷文化知识28,both,4,1958年世界杯球迷文化小组赛有何亮点?,1958球迷文化小组赛,1958年瑞典主办，巴西夺冠，球迷文化在小组赛阶段有代表事件。,该届共126球，决赛斯德哥尔摩。,fact,"1958,球迷文化,小组赛,瑞典","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00039,足球文化与观赛,球迷文化,球迷文化知识29,both,4,1962年世界杯球迷文化小组赛有何亮点?,1962球迷文化小组赛,1962年智利主办，巴西夺冠，球迷文化在小组赛阶段有代表事件。,该届共89球，决赛圣地亚哥。,fact,"1962,球迷文化,小组赛,智利","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00040,足球文化与观赛,球迷文化,球迷文化知识30,both,4,1966年世界杯球迷文化小组赛有何亮点?,1966球迷文化小组赛,1966年英格兰主办，英格兰夺冠，球迷文化在小组赛阶段有代表事件。,该届共89球，决赛伦敦。,fact,"1966,球迷文化,小组赛,英格兰","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00041,足球文化与观赛,球迷文化,球迷文化知识31,both,4,1970年世界杯球迷文化小组赛有何亮点?,1970球迷文化小组赛,1970年墨西哥主办，巴西夺冠，球迷文化在小组赛阶段有代表事件。,该届共95球，决赛墨西哥城。,fact,"1970,球迷文化,小组赛,墨西哥","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00042,足球文化与观赛,球迷文化,球迷文化知识32,both,4,1974年世界杯球迷文化小组赛有何亮点?,1974球迷文化小组赛,1974年西德主办，西德夺冠，球迷文化在小组赛阶段有代表事件。,该届共97球，决赛慕尼黑。,fact,"1974,球迷文化,小组赛,西德","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00043,足球文化与观赛,球迷文化,球迷文化知识33,both,4,1978年世界杯球迷文化小组赛有何亮点?,1978球迷文化小组赛,1978年阿根廷主办，阿根廷夺冠，球迷文化在小组赛阶段有代表事件。,该届共102球，决赛布宜诺斯艾利斯。,fact,"1978,球迷文化,小组赛,阿根廷","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00044,足球文化与观赛,球迷文化,球迷文化知识34,both,4,1982年世界杯球迷文化小组赛有何亮点?,1982球迷文化小组赛,1982年西班牙主办，意大利夺冠，球迷文化在小组赛阶段有代表事件。,该届共146球，决赛马德里。,fact,"1982,球迷文化,小组赛,西班牙","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00045,足球文化与观赛,球迷文化,球迷文化知识35,both,4,1986年世界杯球迷文化小组赛有何亮点?,1986球迷文化小组赛,1986年墨西哥主办，阿根廷夺冠，球迷文化在小组赛阶段有代表事件。,该届共132球，决赛墨西哥城。,fact,"1986,球迷文化,小组赛,墨西哥","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00046,足球文化与观赛,球迷文化,球迷文化知识36,both,4,1990年世界杯球迷文化小组赛有何亮点?,1990球迷文化小组赛,1990年意大利主办，西德夺冠，球迷文化在小组赛阶段有代表事件。,该届共115球，决赛罗马。,fact,"1990,球迷文化,小组赛,意大利","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00047,足球文化与观赛,球迷文化,球迷文化知识37,both,4,1994年世界杯球迷文化小组赛有何亮点?,1994球迷文化小组赛,1994年美国主办，巴西夺冠，球迷文化在小组赛阶段有代表事件。,该届共141球，决赛帕萨迪纳。,fact,"1994,球迷文化,小组赛,美国","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00048,足球文化与观赛,球迷文化,球迷文化知识38,both,4,1998年世界杯球迷文化小组赛有何亮点?,1998球迷文化小组赛,1998年法国主办，法国夺冠，球迷文化在小组赛阶段有代表事件。,该届共171球，决赛圣但尼。,fact,"1998,球迷文化,小组赛,法国","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00049,足球文化与观赛,球迷文化,球迷文化知识39,both,4,2002年世界杯球迷文化小组赛有何亮点?,2002球迷文化小组赛,2002年韩日主办，巴西夺冠，球迷文化在小组赛阶段有代表事件。,该届共161球，决赛横滨。,fact,"2002,球迷文化,小组赛,韩日","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00050,足球文化与观赛,球迷文化,球迷文化知识40,both,4,2006年世界杯球迷文化小组赛有何亮点?,2006球迷文化小组赛,2006年德国主办，意大利夺冠，球迷文化在小组赛阶段有代表事件。,该届共147球，决赛柏林。,fact,"2006,球迷文化,小组赛,德国","文化,球迷文化,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00051,足球文化与观赛,观赛礼仪,观赛礼仪要点1,both,4,世界杯观赛应遵守哪些礼仪?,观赛礼仪,尊重对手、不投掷物品、不种族歧视、服从安保指引。,FIFA推广Respect与No Racism。,fact,"观赛,礼仪,Respect,尊重","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00052,足球文化与观赛,观赛礼仪,观赛礼仪要点2,both,4,世界杯可以带旗帜吗?,旗帜规定,通常可带国旗与球队旗帜，但政治、 offensive 横幅禁止。,以当届安保规定为准。,fact,"旗帜,观赛,禁止,规定","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00053,足球文化与观赛,观赛礼仪,观赛礼仪要点3,both,4,嘘国歌是否违规?,嘘国歌,嘘对方国歌属不礼貌行为，严重者可能被驱逐。,世界杯强调相互尊重。,fact,"国歌,嘘声,违规,尊重","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00054,足球文化与观赛,观赛礼仪,观赛礼仪要点4,both,4,世界杯现场拍照限制?,拍照限制,一般允许非商业拍照，部分场馆限制专业设备与无人机。,转播版权区域禁止录像。,fact,"拍照,限制,版权,观赛","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00055,足球文化与观赛,观赛礼仪,观赛礼仪要点5,both,4,带小孩看世界杯注意什么?,带小孩观赛,儿童需成人陪同，注意噪音、时长与防晒。,部分球场设家庭区。,fact,"小孩,观赛,家庭,安全","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00056,足球文化与观赛,观赛礼仪,观赛礼仪要点6,both,4,1930年世界杯观赛礼仪开幕式有何亮点?,1930观赛礼仪开幕式,1930年乌拉圭主办，乌拉圭夺冠，观赛礼仪在开幕式阶段有代表事件。,该届共70球，决赛蒙得维的亚。,fact,"1930,观赛礼仪,开幕式,乌拉圭","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00057,足球文化与观赛,观赛礼仪,观赛礼仪要点7,both,4,1934年世界杯观赛礼仪开幕式有何亮点?,1934观赛礼仪开幕式,1934年意大利主办，意大利夺冠，观赛礼仪在开幕式阶段有代表事件。,该届共70球，决赛罗马。,fact,"1934,观赛礼仪,开幕式,意大利","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00058,足球文化与观赛,观赛礼仪,观赛礼仪要点8,both,4,1938年世界杯观赛礼仪开幕式有何亮点?,1938观赛礼仪开幕式,1938年法国主办，意大利夺冠，观赛礼仪在开幕式阶段有代表事件。,该届共84球，决赛巴黎。,fact,"1938,观赛礼仪,开幕式,法国","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00059,足球文化与观赛,观赛礼仪,观赛礼仪要点9,both,4,1950年世界杯观赛礼仪开幕式有何亮点?,1950观赛礼仪开幕式,1950年巴西主办，乌拉圭夺冠，观赛礼仪在开幕式阶段有代表事件。,该届共88球，决赛里约热内卢。,fact,"1950,观赛礼仪,开幕式,巴西","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00060,足球文化与观赛,观赛礼仪,观赛礼仪要点10,both,4,1954年世界杯观赛礼仪开幕式有何亮点?,1954观赛礼仪开幕式,1954年瑞士主办，西德夺冠，观赛礼仪在开幕式阶段有代表事件。,该届共140球，决赛伯尔尼。,fact,"1954,观赛礼仪,开幕式,瑞士","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00061,足球文化与观赛,观赛礼仪,观赛礼仪知识1,both,4,1958年世界杯观赛礼仪开幕式有何亮点?,1958观赛礼仪开幕式,1958年瑞典主办，巴西夺冠，观赛礼仪在开幕式阶段有代表事件。,该届共126球，决赛斯德哥尔摩。,fact,"1958,观赛礼仪,开幕式,瑞典","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00062,足球文化与观赛,观赛礼仪,观赛礼仪知识2,both,4,1962年世界杯观赛礼仪开幕式有何亮点?,1962观赛礼仪开幕式,1962年智利主办，巴西夺冠，观赛礼仪在开幕式阶段有代表事件。,该届共89球，决赛圣地亚哥。,fact,"1962,观赛礼仪,开幕式,智利","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00063,足球文化与观赛,观赛礼仪,观赛礼仪知识3,both,4,1966年世界杯观赛礼仪开幕式有何亮点?,1966观赛礼仪开幕式,1966年英格兰主办，英格兰夺冠，观赛礼仪在开幕式阶段有代表事件。,该届共89球，决赛伦敦。,fact,"1966,观赛礼仪,开幕式,英格兰","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00064,足球文化与观赛,观赛礼仪,观赛礼仪知识4,both,4,1970年世界杯观赛礼仪开幕式有何亮点?,1970观赛礼仪开幕式,1970年墨西哥主办，巴西夺冠，观赛礼仪在开幕式阶段有代表事件。,该届共95球，决赛墨西哥城。,fact,"1970,观赛礼仪,开幕式,墨西哥","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-CULT-00065,足球文化与观赛,观赛礼仪,观赛礼仪知识5,both,4,1974年世界杯观赛礼仪开幕式有何亮点?,1974观赛礼仪开幕式,1974年西德主办，西德夺冠，观赛礼仪在开幕式阶段有代表事件。,该届共97球，决赛慕尼黑。,fact,"1974,观赛礼仪,开幕式,西德","文化,观赛礼仪,观赛",,,入门,,,全球,zh-CN,culture,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
