id,category_l1,category_l2,category_l3,scope,priority,question,question_aliases,answer_short,answer_detail,answer_format,keywords,tags,entities,related_ids,difficulty,era_start,era_end,region,language,fact_type,confidence,source_type,source_ref,content_flags,updated_at
WC-DISC-00011,裁判与纪律,黄牌规则,黄牌规则知识1,both,4,世界杯黄牌是否跨届累计?,跨届黄牌,黄牌累计停赛仅在同届世界杯内有效，下届赛事清零。,不同赛事（联赛、洲际赛）黄牌不互相累计。,fact,"黄牌,跨届,清零,停赛","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00012,裁判与纪律,黄牌规则,黄牌规则知识2,both,4,队长沟通裁判要注意什么?,队长沟通,仅队长可与裁判正式沟通；其他球员围拢裁判可能集体吃牌。,2016年后规则强调 respect 程序，世界杯严格执行。,fact,"队长,沟通,裁判,respect","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00013,裁判与纪律,黄牌规则,黄牌规则知识3,both,4,替补上场前在边线拖延会被罚吗?,边线拖延,被换下的球员缓慢离场或替补迟迟未进场，均可被黄牌。,第四官员会记录拖延时间并告知主裁。,fact,"替补,拖延,边线,黄牌","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00014,裁判与纪律,黄牌规则,黄牌规则知识4,both,4,对对方球员挑衅会吃黄牌吗?,挑衅黄牌,言语或动作挑衅对手、煽动冲突，裁判可黄牌或直红。,种族歧视或严重侮辱通常直接红牌并追加停赛。,fact,"挑衅,黄牌,冲突,纪律","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00015,裁判与纪律,黄牌规则,黄牌规则知识5,both,4,世界杯黄牌统计谁最多?,黄牌纪录,历史黄牌总数领先者多来自参赛场次多的球队，如德国、阿根廷。,单届黄牌最多往往与球队打到后期及打法风格相关。,fact,"黄牌,统计,纪录,德国","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00016,裁判与纪律,黄牌规则,黄牌规则知识6,both,4,2010年德加手球为何没吃牌?,苏亚雷斯手球,2010年乌拉圭苏亚雷斯手球挡出加纳必进球，裁判判点球并出示红牌。,加纳点球未进，乌拉圭晋级；规则上破坏明显进球机会应直红。,fact,"2010,苏亚雷斯,手球,红牌","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00017,裁判与纪律,黄牌规则,黄牌规则知识7,both,4,2018年内马尔滚地为何引争议?,内马尔拖延,2018年内马尔多次倒地引发对手不满，部分倒地属规则内但拖延可能吃牌。,裁判需区分真实受伤与拖延比赛。,fact,"2018,内马尔,拖延,争议","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00018,裁判与纪律,黄牌规则,黄牌规则知识8,both,4,黄牌会影响公平竞赛奖吗?,黄牌公平竞赛,公平竞赛奖评选参考球队红黄牌总数，黄牌越少排名越有利。,FIFA综合场上纪律与球迷行为评分。,fact,"黄牌,公平竞赛奖,FIFA,纪律","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00019,裁判与纪律,黄牌规则,黄牌规则知识9,both,4,小组赛后黄牌会清零吗?,黄牌清零,2010年南非世界杯起，四分之一决赛前黄牌累计清零一次。,旨在避免半决赛关键球员因累计黄牌停赛。,fact,"黄牌,清零,四分之一决赛,2010","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00020,裁判与纪律,黄牌规则,黄牌规则知识10,both,4,加时赛吃黄牌算吗?,加时黄牌,加时赛黄牌与进球同样计入当场比赛及累计停赛规则。,点球大战期间黄牌亦有效。,fact,"加时,黄牌,累计,点球大战","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00021,裁判与纪律,黄牌规则,黄牌规则知识11,both,4,教练场边过激会被罚吗?,教练黄牌,教练或工作人员进入技术区外、激烈抗议可被罚黄牌或驱逐出场。,2022年卡塔尔世界杯多起教练吃牌案例。,fact,"教练,黄牌,技术区,驱逐","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00022,裁判与纪律,黄牌规则,黄牌规则知识12,both,4,恶意犯规与鲁莽犯规区别?,鲁莽犯规,鲁莽犯规（不顾后果）通常黄牌；使用过分力量或严重犯规直红。,裁判依据动作强度、接触部位与伤害风险判断。,fact,"鲁莽,恶意,黄牌,红牌","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00023,裁判与纪律,黄牌规则,黄牌规则知识13,both,4,世界杯历史上首张黄牌谁得到?,首张黄牌,1970年墨西哥世界杯起广泛使用黄牌；早期纪录因统计口径略有差异。,红黄牌制度由英国裁判Ken Aston发明，1970年正式采用。,fact,"首张黄牌,1970,红黄牌,Aston","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00024,裁判与纪律,黄牌规则,黄牌规则知识14,both,4,连续犯规会第二张黄牌吗?,连续犯规,短时间内多次犯规，第二次即使较轻也可能因累计警告吃第二张黄牌。,裁判有自由裁量权，取决于比赛整体纪律。,fact,"连续犯规,两黄,警告,裁判","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00025,裁判与纪律,黄牌规则,黄牌规则知识15,both,4,对球迷挑衅手势会吃牌吗?,挑衅手势,向对手球迷或摄像机做侮辱性手势，可黄牌甚至追加纪律处罚。,2018年若干球员因此受FIFA调查。,fact,"手势,挑衅,黄牌,FIFA","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00026,裁判与纪律,黄牌规则,黄牌规则知识16,both,4,阻挡快发任意球会吃牌吗?,阻挡快发,故意阻挡或触球阻止对方快发任意球，可黄牌。,裁判可允许进攻方快发，防守须退至规定距离。,fact,"快发任意球,阻挡,黄牌,距离","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00027,裁判与纪律,黄牌规则,黄牌规则知识17,both,4,世界杯黄牌可以申诉撤销吗?,黄牌申诉,场上黄牌决定当场生效，赛后一般不可因申诉撤销，除非明显误判且FIFA纪律委员会介入。,误判导致的停赛极罕见被改判。,fact,"申诉,黄牌,纪律委员会,误判","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00028,裁判与纪律,黄牌规则,黄牌规则知识18,both,4,女裁判执法世界杯黄牌标准一样吗?,女裁判,2022年卡塔尔世界杯首次有女性主裁组执法，黄牌标准与男足一致。,斯蒂芬妮·弗拉帕特等成为历史首批女足世界杯级执法者。,fact,"女裁判,2022,执法,标准","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00029,裁判与纪律,黄牌规则,黄牌规则知识19,both,4,黄牌后还能继续比赛吗?,黄牌继续,黄牌仅为警告，球员可继续比赛直至两黄变红或被换下。,带牌球员再次犯规时裁判会更严格。,fact,"黄牌,警告,继续比赛,两黄","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00030,裁判与纪律,黄牌规则,黄牌规则知识20,both,4,故意踢走皮球会吃牌吗?,踢走皮球,犯规后故意踢走皮球或用手干扰球权恢复，属于拖延或非体育行为，可黄牌。,常见於领先方控节奏时。,fact,"踢走球,拖延,黄牌,非体育","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00031,裁判与纪律,黄牌规则,黄牌规则知识21,both,4,世界杯决赛吃黄牌影响下届吗?,决赛黄牌,决赛黄牌计入当届累计，但不影响下届世界杯；仅当届停赛规则适用。,决赛两黄变红者仍按规则停赛（已无场次）。,fact,"决赛,黄牌,累计,下届","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00032,裁判与纪律,黄牌规则,黄牌规则知识22,both,4,对VAR屏幕激烈抗议会吃牌吗?,VAR抗议,球员或教练进入裁判查看VAR区域或激烈干扰回放流程，可黄牌。,规则禁止非授权人员接近回看区。,fact,"VAR,抗议,黄牌,回看","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00033,裁判与纪律,黄牌规则,黄牌规则知识23,both,4,抢罚点球或任意球会吃牌吗?,抢罚定位球,未经同意抢罚定位球或点球，破坏既定战术，可黄牌。,需服从裁判指定主罚者。,fact,"抢罚,定位球,黄牌,主罚","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00034,裁判与纪律,黄牌规则,黄牌规则知识24,both,4,假扮受伤拖延会受罚吗?,假扮受伤,无接触或轻微接触后长时间倒地拖延，裁判可黄牌警告。,医疗进场后强制离场短暂冷却为2018后新规。,fact,"假伤,拖延,黄牌,医疗","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00035,裁判与纪律,黄牌规则,黄牌规则知识25,both,4,世界杯黄牌数据公开吗?,黄牌数据,FIFA赛后技术报告与官方统计公布各队黄牌红牌数据。,媒体与球迷可查阅每届世界杯纪律榜。,fact,"黄牌,数据,FIFA,统计","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00036,裁判与纪律,黄牌规则,黄牌规则知识26,both,4,吃牌后换下场黄牌还有效吗?,换下后黄牌,已被黄牌警告的球员被换下场，该黄牌仍计入累计与统计。,停赛处罚不因被换下而取消。,fact,"换下,黄牌,有效,累计","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00037,裁判与纪律,黄牌规则,黄牌规则知识27,both,4,对队友抱怨裁判会吃牌吗?,抱怨裁判,公开对裁判决定表示明显不满（如鼓掌讽刺、怒吼），可黄牌。,应保持职业态度避免连累球队。,fact,"抱怨,裁判,黄牌,职业","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00038,裁判与纪律,黄牌规则,黄牌规则知识28,both,4,2014年佩佩顶撞裁判了吗?,佩佩2014,2014年佩佩因头撞对手被直红而非黄牌，严重暴力犯规跳过警告。,直红停赛至少一场，纪律委员会可追加。,fact,"2014,佩佩,直红,暴力","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00039,裁判与纪律,黄牌规则,黄牌规则知识29,both,4,黄牌是否写入球员生涯档案?,黄牌档案,世界杯黄牌记入FIFA赛事官方纪录，成为球员世界杯生涯一部分。,统计机构汇总球员与球队历史黄牌数。,fact,"黄牌,档案,FIFA,纪录","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00040,裁判与纪律,黄牌规则,黄牌规则知识30,both,4,故意撞倒开球人会吃牌吗?,撞开球人,对方开球或界外球时故意冲撞持球队员，属非体育行为可黄牌。,裁判可判对方重新开球。,fact,"开球,冲撞,黄牌,非体育","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00041,裁判与纪律,黄牌规则,黄牌规则知识31,both,4,世界杯预选赛的黄牌算吗?,预选赛黄牌,预选赛黄牌仅在该赛事体系内累计，不计入世界杯正赛。,正赛黄牌从小组赛第一场起重新计算。,fact,"预选赛,黄牌,正赛,分开","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00042,裁判与纪律,黄牌规则,黄牌规则知识32,both,4,吃牌球员下一场谁能顶替?,停赛替补,因黄牌停赛球员不可进入比赛名单，教练用替补席其他球员顶替位置。,停赛期间可随队训练但不可坐替补席（规则因赛事细则略有不同）。,fact,"停赛,替补,名单,顶替","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00043,裁判与纪律,黄牌规则,黄牌规则知识33,both,4,黄牌与公平竞赛精神关系?,公平竞赛精神,黄牌是维护公平竞赛的工具，鼓励尊重对手与裁判。,世界杯倡导 clean game 与 anti-racism 信息。,fact,"公平竞赛,黄牌,尊重,anti-racism","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00044,裁判与纪律,黄牌规则,黄牌规则知识34,both,4,2018年瑞士庆祝手势为何被查?,瑞士庆祝,2018年瑞士球员庆祝手势被解读为政治含义，FIFA调查后罚款未追加停赛。,世界杯禁止明显政治宣传行为。,fact,"2018,瑞士,庆祝,政治","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00045,裁判与纪律,黄牌规则,黄牌规则知识35,both,4,阻挡门将开球算犯规吗?,阻挡门将,进攻球员故意阻挡门将开球或近距离干扰，可黄牌。,门将必须有合理时间处理球。,fact,"门将,开球,阻挡,黄牌","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00046,裁判与纪律,黄牌规则,黄牌规则知识36,both,4,黄牌是否影响转会后联赛?,联赛无关,世界杯黄牌不影响球员回国后的联赛累计黄牌制度。,各联赛自有独立纪律累计规则。,fact,"世界杯,联赛,黄牌,独立","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00047,裁判与纪律,黄牌规则,黄牌规则知识37,both,4,2010年荷兰决赛为何多张黄牌?,2010决赛黄牌,2010年决赛荷兰对西班牙粗野犯规多，荷兰共9黄1红创决赛纪录。,西班牙通过传控消耗对手耐心夺冠。,fact,"2010,决赛,荷兰,黄牌","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00048,裁判与纪律,黄牌规则,黄牌规则知识38,both,4,替补未通知裁判进场会吃牌吗?,未授权进场,替补未经裁判示意擅自进场，可黄牌；第四官员管理换人程序。,换人需在中线附近完成。,fact,"替补,进场,黄牌,换人","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00049,裁判与纪律,黄牌规则,黄牌规则知识39,both,4,对球童或工作人员不敬会罚吗?,不敬工作人员,对球童、第四官员或工作人员不敬行为，裁判可黄牌或驱逐。,世界杯强调 respect 所有赛事人员。,fact,"球童,工作人员,黄牌,respect","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00050,裁判与纪律,黄牌规则,黄牌规则知识40,both,4,黄牌累计停赛能上诉吗?,停赛上诉,因累计黄牌导致的停赛是规则自动执行，通常不可上诉。,仅disciplinary committee对暴力等行为追加处罚时可申诉。,fact,"停赛,上诉,累计,纪律","纪律,黄牌规则,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00051,裁判与纪律,停赛与累计,停赛与累计要点1,both,4,世界杯累计黄牌停几场?,累计停赛,同届赛事累计两张黄牌，自动停赛一场。,停赛场次为收到第二张黄牌后的下一场正式比赛。,fact,"黄牌,停赛,累计,一场","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00052,裁判与纪律,停赛与累计,停赛与累计要点2,both,4,直接红牌默认停赛几场?,红牌停赛,直接红牌至少停赛一场，严重暴力或种族歧视可追加多场甚至禁赛。,FIFA纪律委员会有权加罚。,fact,"红牌,停赛,纪律委员会,暴力","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00053,裁判与纪律,停赛与累计,停赛与累计要点3,both,4,停赛球员能坐替补席吗?,替补席规定,停赛球员通常不可进入比赛场地技术区，包括替补席。,具体以当届赛事规程为准，一般禁止接触球队席。,fact,"停赛,替补席,禁止,规程","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00054,裁判与纪律,停赛与累计,停赛与累计要点4,both,4,两黄变一红停赛怎么算?,两黄停赛,两黄变一红视同直红，至少停赛一场；不会额外因两黄再停一场。,相当于一张红牌停赛规则。,fact,"两黄变一红,停赛,直红,规则","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00055,裁判与纪律,停赛与累计,停赛与累计要点5,both,4,四分之一决赛前黄牌清零何时生效?,清零时机,2010年起在四分之一决赛开赛前，球员累计黄牌清零。,半决赛与决赛仍正常累计。,fact,"清零,四分之一决赛,黄牌,2010","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00056,裁判与纪律,停赛与累计,停赛与累计要点6,both,4,半决赛累计两张黄牌停赛吗?,半决赛黄牌,四分之一决赛后清零，半决赛起重新累计，两黄仍停赛一场。,决赛前不再清零。,fact,"半决赛,黄牌,累计,停赛","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00057,裁判与纪律,停赛与累计,停赛与累计要点7,both,4,点球大战吃牌停赛怎么算?,点球大战停赛,点球大战中的黄牌计入当场比赛，若导致停赛则影响下一场正式赛。,点球大战不算作独立赛事场次。,fact,"点球大战,黄牌,停赛,场次","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00058,裁判与纪律,停赛与累计,停赛与累计要点8,both,4,停赛能参加训练吗?,停赛训练,停赛球员一般可参加球队封闭训练，但不可进入比赛日大名单。,球队内部安排由教练与足协协调。,fact,"停赛,训练,大名单,球队","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00059,裁判与纪律,停赛与累计,停赛与累计要点9,both,4,2010年苏亚雷斯手球停了几场?,苏亚雷斯停赛,苏亚雷斯2010年手球红牌后停赛一场，缺席半决赛。,乌拉圭该届获第四名。,fact,"2010,苏亚雷斯,手球,停赛","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00060,裁判与纪律,停赛与累计,停赛与累计要点10,both,4,2006年齐达内头顶停赛了吗?,齐达内2006,齐达内2006决赛头顶马特拉齐被直红，决赛离场；退役前无后续场次停赛。,事件成为世界杯经典争议之一。,fact,"2006,齐达内,红牌,决赛","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00061,裁判与纪律,停赛与累计,停赛与累计知识1,both,4,暴力犯规最多停赛几场?,暴力停赛,FIFA对严重暴力可追加停赛2场以上，甚至全球禁赛。,2018年后对种族歧视零容忍。,fact,"暴力,停赛,追加,FIFA","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00062,裁判与纪律,停赛与累计,停赛与累计知识2,both,4,停赛期间能领奖牌吗?,停赛领奖,停赛球员可在赛后仪式与球队一起领奖，若球队获奖。,2010年荷兰部分停赛球员仍参与颁奖。,fact,"停赛,颁奖,奖牌,仪式","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00063,裁判与纪律,停赛与累计,停赛与累计知识3,both,4,小组赛末轮故意吃牌值得吗?,战术黄牌,为控制累计而故意吃牌风险高，可能影响下阶段停赛布局。,职业球队极少公开采用此策略。,fact,"战术,黄牌,小组赛,风险","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00064,裁判与纪律,停赛与累计,停赛与累计知识4,both,4,不同球员黄牌会互相抵消吗?,个人累计,黄牌累计以球员个人为单位，不同球员之间不互相抵消。,球队总黄牌影响公平竞赛奖。,fact,"个人,累计,黄牌,球队","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00065,裁判与纪律,停赛与累计,停赛与累计知识5,both,4,停赛可指定某场小组赛吗?,选择停赛,累计黄牌触发的停赛是下一场，球员无法选择场次。,教练可在前一场轮换避免关键战缺人。,fact,"停赛,场次,轮换,教练","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00066,裁判与纪律,停赛与累计,停赛与累计知识6,both,4,红牌停赛包括友谊赛吗?,友谊赛停赛,世界杯红牌停赛仅适用于世界杯赛事，不含俱乐部或友谊赛。,俱乐部赛事由各自足协规则管理。,fact,"红牌,停赛,友谊赛,俱乐部","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-DISC-00067,裁判与纪律,停赛与累计,停赛与累计知识7,both,4,2018年瑞士球员停赛情况?,2018瑞士,2018年瑞士队纪律总体良好，无大规模停赛潮。,该队小组出线十六强负瑞典。,fact,"2018,瑞士,纪律,出线","纪律,停赛与累计,裁判",,,入门,,,全球,zh-CN,rule,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
